circ;mes;vano;pop_circ
1;7;2006;1586.857274
1;8;2006;1587.866084
1;9;2006;1588.875536
1;10;2006;1589.88563
1;11;2006;1590.896366
1;12;2006;1591.907744
1;1;2007;1592.919765
1;2;2007;1593.93243
1;3;2007;1594.945738
1;4;2007;1595.959691
1;5;2007;1596.974288
1;6;2007;1597.98953
1;7;2007;1598.963001
1;8;2007;1599.979507
1;9;2007;1600.99666
1;10;2007;1602.014459
1;11;2007;1603.032906
1;12;2007;1604.051999
1;1;2008;1605.071741
1;2;2008;1606.092131
1;3;2008;1607.11317
1;4;2008;1608.134858
1;5;2008;1609.157195
1;6;2008;1610.180182
1;7;2008;1611.161079
1;8;2008;1612.18534
1;9;2008;1613.210252
1;10;2008;1614.235816
1;11;2008;1615.262032
1;12;2008;1616.2889
1;1;2009;1617.316421
1;2;2009;1618.344596
1;3;2009;1619.373423
1;4;2009;1620.402905
1;5;2009;1621.433042
1;6;2009;1622.463833
1;7;2009;1623.452213
1;8;2009;1624.404897
1;9;2009;1625.358141
1;10;2009;1626.311944
1;11;2009;1627.266307
1;12;2009;1628.22123
1;1;2010;1629.176713
1;2;2010;1630.132757
1;3;2010;1631.089362
1;4;2010;1632.046528
1;5;2010;1633.004256
1;6;2010;1633.962546
1;7;2010;1634.921398
1;8;2010;1635.837113
1;9;2010;1636.877061
1;10;2010;1637.917671
1;11;2010;1638.958942
1;12;2010;1640.000875
1;1;2011;1641.04347
1;2;2011;1642.086729
1;3;2011;1643.13065
1;4;2011;1644.175235
1;5;2011;1645.220485
1;6;2011;1646.266398
1;7;2011;1645.025883
1;8;2011;1645.766552
1;9;2011;1646.507554
1;10;2011;1647.24889
1;11;2011;1647.990559
1;12;2011;1648.732563
1;1;2012;1649.474901
1;2;2012;1650.217573
1;3;2012;1650.960579
1;4;2012;1651.70392
1;5;2012;1652.447595
1;6;2012;1653.191606
1;7;2012;1653.913908
1;8;2012;1654.768693
1;9;2012;1655.62392
1;10;2012;1656.479589
1;11;2012;1657.335701
1;12;2012;1658.192255
1;1;2013;1659.049251
1;2;2013;1659.906691
1;3;2013;1660.764573
1;4;2013;1661.622899
1;5;2013;1662.481669
1;6;2013;1663.340882
1;7;2013;1664.171332
1;8;2013;1664.683789
1;9;2013;1665.196404
1;10;2013;1665.709177
1;11;2013;1666.222108
1;12;2013;1666.735196
1;1;2014;1667.248443
1;2;2014;1667.761848
1;3;2014;1668.27541
1;4;2014;1668.789131
1;5;2014;1669.30301
1;6;2014;1669.817048
1;7;2014;1670.320817
1;8;2014;1670.815783
1;9;2014;1671.310895
1;10;2014;1671.806154
1;11;2014;1672.301559
1;12;2014;1672.797112
1;1;2015;1673.292811
1;2;2015;1673.788657
1;3;2015;1674.28465
1;4;2015;1674.78079
1;5;2015;1675.277077
1;6;2015;1675.773511
1;7;2015;1676.260402
1;8;2015;1676.739343
1;9;2015;1677.21842
1;10;2015;1677.697634
1;11;2015;1678.176985
1;12;2015;1678.656473
1;1;2016;1679.136098
1;2;2016;1679.61586
1;3;2016;1680.095759
1;4;2016;1680.575795
1;5;2016;1681.055968
1;6;2016;1681.536279
1;7;2016;1682.007687
1;8;2016;1683.076987
1;9;2016;1684.146967
1;10;2016;1685.217628
1;11;2016;1686.288969
1;12;2016;1687.360991
1;1;2017;1688.433694
1;2;2017;1689.50708
1;3;2017;1690.581148
1;4;2017;1691.655899
1;5;2017;1692.731333
1;6;2017;1693.80745
1;7;2017;1694.839291
1;8;2017;1695.916749
1;9;2017;1696.994892
1;10;2017;1698.07372
1;11;2017;1699.153234
1;12;2017;1700.233434
1;1;2018;1701.314321
1;2;2018;1702.395896
1;3;2018;1703.478157
1;4;2018;1704.561107
1;5;2018;1705.644745
1;6;2018;1706.729072
1;7;2018;1707.768785
1;8;2018;1708.854462
1;9;2018;1709.94083
1;10;2018;1711.027888
1;11;2018;1712.115638
1;12;2018;1713.204079
1;1;2019;1714.293211
1;2;2019;1715.383037
1;3;2019;1716.473555
1;4;2019;1717.564766
1;5;2019;1718.656671
1;6;2019;1719.74927
1;7;2019;1720.796914
1;8;2019;1721.890874
1;9;2019;1722.98553
1;10;2019;1724.080881
1;11;2019;1725.176928
1;12;2019;1726.273673
1;1;2020;1727.371114
1;2;2020;1728.469253
1;3;2020;1729.568091
1;4;2020;1730.667627
1;5;2020;1731.767861
1;6;2020;1732.868796
1;7;2020;1733.924432
4;7;2006;30593.0246
4;8;2006;30612.47346
4;9;2006;30631.93469
4;10;2006;30651.40829
4;11;2006;30670.89426
4;12;2006;30690.39263
4;1;2007;30709.90339
4;2;2007;30729.42655
4;3;2007;30748.96213
4;4;2007;30768.51012
4;5;2007;30788.07054
4;6;2007;30807.6434
4;7;2007;30826.41093
4;8;2007;30846.00816
4;9;2007;30865.61785
4;10;2007;30885.24001
4;11;2007;30904.87464
4;12;2007;30924.52175
4;1;2008;30944.18135
4;2;2008;30963.85346
4;3;2008;30983.53806
4;4;2008;31003.23518
4;5;2008;31022.94483
4;6;2008;31042.667
4;7;2008;31061.5777
4;8;2008;31081.32444
4;9;2008;31101.08373
4;10;2008;31120.85557
4;11;2008;31140.63999
4;12;2008;31160.43699
4;1;2009;31180.24657
4;2;2009;31200.06874
4;3;2009;31219.90352
4;4;2009;31239.7509
4;5;2009;31259.61091
4;6;2009;31279.48354
4;7;2009;31298.5385
4;8;2009;31316.90531
4;9;2009;31335.2829
4;10;2009;31353.67127
4;11;2009;31372.07043
4;12;2009;31390.48039
4;1;2010;31408.90115
4;2;2010;31427.33273
4;3;2010;31445.77512
4;4;2010;31464.22833
4;5;2010;31482.69237
4;6;2010;31501.16724
4;7;2010;31519.65296
4;8;2010;31537.30702
4;9;2010;31557.35619
4;10;2010;31577.4181
4;11;2010;31597.49277
4;12;2010;31617.5802
4;1;2011;31637.6804
4;2;2011;31657.79337
4;3;2011;31677.91914
4;4;2011;31698.0577
4;5;2011;31718.20906
4;6;2011;31738.37323
4;7;2011;31714.45733
4;8;2011;31728.73669
4;9;2011;31743.02247
4;10;2011;31757.31469
4;11;2011;31771.61334
4;12;2011;31785.91843
4;1;2012;31800.22996
4;2;2012;31814.54793
4;3;2012;31828.87235
4;4;2012;31843.20322
4;5;2012;31857.54054
4;6;2012;31871.88432
4;7;2012;31885.80959
4;8;2012;31902.289
4;9;2012;31918.77692
4;10;2012;31935.27337
4;11;2012;31951.77834
4;12;2012;31968.29184
4;1;2013;31984.81388
4;2;2013;32001.34446
4;3;2013;32017.88358
4;4;2013;32034.43125
4;5;2013;32050.98747
4;6;2013;32067.55224
4;7;2013;32083.56249
4;8;2013;32093.44215
4;9;2013;32103.32486
4;10;2013;32113.2106
4;11;2013;32123.09939
4;12;2013;32132.99123
4;1;2014;32142.88611
4;2;2014;32152.78404
4;3;2014;32162.68502
4;4;2014;32172.58905
4;5;2014;32182.49612
4;6;2014;32192.40625
4;7;2014;32202.11843
4;8;2014;32211.66087
4;9;2014;32221.20614
4;10;2014;32230.75423
4;11;2014;32240.30516
4;12;2014;32249.85891
4;1;2015;32259.4155
4;2;2015;32268.97492
4;3;2015;32278.53717
4;4;2015;32288.10225
4;5;2015;32297.67017
4;6;2015;32307.24092
4;7;2015;32316.6277
4;8;2015;32325.86119
4;9;2015;32335.09732
4;10;2015;32344.33609
4;11;2015;32353.5775
4;12;2015;32362.82155
4;1;2016;32372.06824
4;2;2016;32381.31757
4;3;2016;32390.56955
4;4;2016;32399.82417
4;5;2016;32409.08143
4;6;2016;32418.34134
4;7;2016;32427.4296
4;8;2016;32448.04465
4;9;2016;32468.6728
4;10;2016;32489.31406
4;11;2016;32509.96845
4;12;2016;32530.63596
4;1;2017;32551.31662
4;2;2017;32572.01042
4;3;2017;32592.71738
4;4;2017;32613.4375
4;5;2017;32634.1708
4;6;2017;32654.91727
4;7;2017;32674.81014
4;8;2017;32695.58245
4;9;2017;32716.36796
4;10;2017;32737.16669
4;11;2017;32757.97865
4;12;2017;32778.80383
4;1;2018;32799.64225
4;2;2018;32820.49393
4;3;2018;32841.35885
4;4;2018;32862.23704
4;5;2018;32883.12851
4;6;2018;32904.03325
4;7;2018;32924.07787
4;8;2018;32945.00865
4;9;2018;32965.95273
4;10;2018;32986.91013
4;11;2018;33007.88085
4;12;2018;33028.86491
4;1;2019;33049.8623
4;2;2019;33070.87305
4;3;2019;33091.89715
4;4;2019;33112.93461
4;5;2019;33133.98545
4;6;2019;33155.04967
4;7;2019;33175.24721
4;8;2019;33196.33766
4;9;2019;33217.44152
4;10;2019;33238.5588
4;11;2019;33259.6895
4;12;2019;33280.83364
4;1;2020;33301.99121
4;2;2020;33323.16224
4;3;2020;33344.34673
4;4;2020;33365.54469
4;5;2020;33386.75612
4;6;2020;33407.98103
4;7;2020;33428.33265
5;7;2006;36617.64993
5;8;2006;36640.92882
5;9;2006;36664.22251
5;10;2006;36687.531
5;11;2006;36710.85432
5;12;2006;36734.19246
5;1;2007;36757.54543
5;2;2007;36780.91326
5;3;2007;36804.29593
5;4;2007;36827.69348
5;5;2007;36851.1059
5;6;2007;36874.5332
5;7;2007;36896.99658
5;8;2007;36920.45306
5;9;2007;36943.92445
5;10;2007;36967.41076
5;11;2007;36990.912
5;12;2007;37014.42818
5;1;2008;37037.95931
5;2;2008;37061.5054
5;3;2008;37085.06646
5;4;2008;37108.64249
5;5;2008;37132.23352
5;6;2008;37155.83954
5;7;2008;37178.47429
5;8;2008;37202.10971
5;9;2008;37225.76016
5;10;2008;37249.42564
5;11;2008;37273.10616
5;12;2008;37296.80174
5;1;2009;37320.51239
5;2;2009;37344.2381
5;3;2009;37367.9789
5;4;2009;37391.7348
5;5;2009;37415.50579
5;6;2009;37439.2919
5;7;2009;37462.09933
5;8;2009;37484.08308
5;9;2009;37506.07973
5;10;2009;37528.08928
5;11;2009;37550.11176
5;12;2009;37572.14715
5;1;2010;37594.19548
5;2;2010;37616.25675
5;3;2010;37638.33096
5;4;2010;37660.41813
5;5;2010;37682.51825
5;6;2010;37704.63135
5;7;2010;37726.75742
5;8;2010;37747.88806
5;9;2010;37771.88547
5;10;2010;37795.89814
5;11;2010;37819.92608
5;12;2010;37843.96928
5;1;2011;37868.02778
5;2;2011;37892.10157
5;3;2011;37916.19066
5;4;2011;37940.29507
5;5;2011;37964.4148
5;6;2011;37988.54986
5;7;2011;37959.92425
5;8;2011;37977.01561
5;9;2011;37994.11466
5;10;2011;38011.22142
5;11;2011;38028.33588
5;12;2011;38045.45804
5;1;2012;38062.58791
5;2;2012;38079.72549
5;3;2012;38096.87079
5;4;2012;38114.02381
5;5;2012;38131.18456
5;6;2012;38148.35303
5;7;2012;38165.02057
5;8;2012;38184.74524
5;9;2012;38204.4801
5;10;2012;38224.22516
5;11;2012;38243.98042
5;12;2012;38263.7459
5;1;2013;38283.52159
5;2;2013;38303.3075
5;3;2013;38323.10364
5;4;2013;38342.91001
5;5;2013;38362.72661
5;6;2013;38382.55346
5;7;2013;38401.71657
5;8;2013;38413.54182
5;9;2013;38425.3707
5;10;2013;38437.20323
5;11;2013;38449.0394
5;12;2013;38460.87922
5;1;2014;38472.72268
5;2;2014;38484.56979
5;3;2014;38496.42055
5;4;2014;38508.27496
5;5;2014;38520.13301
5;6;2014;38531.99472
5;7;2014;38543.61951
5;8;2014;38555.04112
5;9;2014;38566.46612
5;10;2014;38577.8945
5;11;2014;38589.32627
5;12;2014;38600.76143
5;1;2015;38612.19997
5;2;2015;38623.64191
5;3;2015;38635.08724
5;4;2015;38646.53595
5;5;2015;38657.98806
5;6;2015;38669.44357
5;7;2015;38680.67887
5;8;2015;38691.73069
5;9;2015;38702.78567
5;10;2015;38713.84382
5;11;2015;38724.90512
5;12;2015;38735.96958
5;1;2016;38747.0372
5;2;2016;38758.10799
5;3;2016;38769.18194
5;4;2016;38780.25905
5;5;2016;38791.33933
5;6;2016;38802.42277
5;7;2016;38813.30077
5;8;2016;38837.9755
5;9;2016;38862.66591
5;10;2016;38887.37202
5;11;2016;38912.09383
5;12;2016;38936.83136
5;1;2017;38961.58462
5;2;2017;38986.35361
5;3;2017;39011.13835
5;4;2017;39035.93885
5;5;2017;39060.75511
5;6;2017;39085.58715
5;7;2017;39109.39748
5;8;2017;39134.26044
5;9;2017;39159.13921
5;10;2017;39184.03379
5;11;2017;39208.9442
5;12;2017;39233.87045
5;1;2018;39258.81254
5;2;2018;39283.77049
5;3;2018;39308.74431
5;4;2018;39333.734
5;5;2018;39358.73958
5;6;2018;39383.76106
5;7;2018;39407.75303
5;8;2018;39432.80566
5;9;2018;39457.87422
5;10;2018;39482.95872
5;11;2018;39508.05917
5;12;2018;39533.17557
5;1;2019;39558.30794
5;2;2019;39583.45629
5;3;2019;39608.62063
5;4;2019;39633.80096
5;5;2019;39658.9973
5;6;2019;39684.20966
5;7;2019;39708.38465
5;8;2019;39733.62841
5;9;2019;39758.88821
5;10;2019;39784.16408
5;11;2019;39809.45601
5;12;2019;39834.76402
5;1;2020;39860.08812
5;2;2020;39885.42831
5;3;2020;39910.78462
5;4;2020;39936.15705
5;5;2020;39961.54561
5;6;2020;39986.9503
5;7;2020;40011.30972
6;7;2006;78326.35147
6;8;2006;78376.14577
6;9;2006;78425.97173
6;10;2006;78475.82936
6;11;2006;78525.71869
6;12;2006;78575.63973
6;1;2007;78625.59251
6;2;2007;78675.57705
6;3;2007;78725.59337
6;4;2007;78775.64148
6;5;2007;78825.72141
6;6;2007;78875.83317
6;7;2007;78923.88309
6;8;2007;78974.05726
6;9;2007;79024.26332
6;10;2007;79074.50131
6;11;2007;79124.77123
6;12;2007;79175.07311
6;1;2008;79225.40697
6;2;2008;79275.77283
6;3;2008;79326.1707
6;4;2008;79376.60062
6;5;2008;79427.06259
6;6;2008;79477.55665
6;7;2008;79525.97312
6;8;2008;79576.53006
6;9;2008;79627.11914
6;10;2008;79677.74037
6;11;2008;79728.39379
6;12;2008;79779.07941
6;1;2009;79829.79725
6;2;2009;79880.54734
6;3;2009;79931.32969
6;4;2009;79982.14432
6;5;2009;80032.99126
6;6;2009;80083.87052
6;7;2009;80132.65635
6;8;2009;80179.68031
6;9;2009;80226.73186
6;10;2009;80273.81103
6;11;2009;80320.91782
6;12;2009;80368.05225
6;1;2010;80415.21435
6;2;2010;80462.40412
6;3;2010;80509.62158
6;4;2010;80556.86675
6;5;2010;80604.13965
6;6;2010;80651.44029
6;7;2010;80698.76868
6;8;2010;80743.96781
6;9;2010;80795.29906
6;10;2010;80846.66294
6;11;2010;80898.05948
6;12;2010;80949.48869
6;1;2011;81000.95059
6;2;2011;81052.44521
6;3;2011;81103.97257
6;4;2011;81155.53268
6;5;2011;81207.12558
6;6;2011;81258.75127
6;7;2011;81197.52015
6;8;2011;81234.07913
6;9;2011;81270.65457
6;10;2011;81307.24648
6;11;2011;81343.85486
6;12;2011;81380.47972
6;1;2012;81417.12108
6;2;2012;81453.77893
6;3;2012;81490.45329
6;4;2012;81527.14416
6;5;2012;81563.85155
6;6;2012;81600.57547
6;7;2012;81636.22789
6;8;2012;81678.4196
6;9;2012;81720.63311
6;10;2012;81762.86845
6;11;2012;81805.1256
6;12;2012;81847.4046
6;1;2013;81889.70545
6;2;2013;81932.02816
6;3;2013;81974.37275
6;4;2013;82016.73922
6;5;2013;82059.12758
6;6;2013;82101.53786
6;7;2013;82142.52839
6;8;2013;82167.82297
6;9;2013;82193.12535
6;10;2013;82218.43551
6;11;2013;82243.75347
6;12;2013;82269.07923
6;1;2014;82294.41278
6;2;2014;82319.75413
6;3;2014;82345.10329
6;4;2014;82370.46026
6;5;2014;82395.82503
6;6;2014;82421.19761
6;7;2014;82446.0634
6;8;2014;82470.49461
6;9;2014;82494.93305
6;10;2014;82519.37874
6;11;2014;82543.83167
6;12;2014;82568.29184
6;1;2015;82592.75927
6;2;2015;82617.23394
6;3;2015;82641.71587
6;4;2015;82666.20505
6;5;2015;82690.70149
6;6;2015;82715.20519
6;7;2015;82739.23786
6;8;2015;82762.87808
6;9;2015;82786.52505
6;10;2015;82810.17877
6;11;2015;82833.83926
6;12;2015;82857.50651
6;1;2016;82881.18051
6;2;2016;82904.86129
6;3;2016;82928.54882
6;4;2016;82952.24313
6;5;2016;82975.94421
6;6;2016;82999.65206
6;7;2016;83022.92046
6;8;2016;83075.7005
6;9;2016;83128.5141
6;10;2016;83181.36128
6;11;2016;83234.24205
6;12;2016;83287.15643
6;1;2017;83340.10446
6;2;2017;83393.08615
6;3;2017;83446.10152
6;4;2017;83499.15059
6;5;2017;83552.23339
6;6;2017;83605.34993
6;7;2017;83656.281
6;8;2017;83709.46369
6;9;2017;83762.68019
6;10;2017;83815.93052
6;11;2017;83869.2147
6;12;2017;83922.53276
6;1;2018;83975.88472
6;2;2018;84029.27059
6;3;2018;84082.6904
6;4;2018;84136.14417
6;5;2018;84189.63192
6;6;2018;84243.15368
6;7;2018;84294.47328
6;8;2018;84348.06169
6;9;2018;84401.68416
6;10;2018;84455.34073
6;11;2018;84509.0314
6;12;2018;84562.75621
6;1;2019;84616.51518
6;2;2019;84670.30831
6;3;2019;84724.13565
6;4;2019;84777.99721
6;5;2019;84831.893
6;6;2019;84885.82306
6;7;2019;84937.53417
6;8;2019;84991.53139
6;9;2019;85045.56294
6;10;2019;85099.62884
6;11;2019;85153.7291
6;12;2019;85207.86376
6;1;2020;85262.03284
6;2;2020;85316.23635
6;3;2020;85370.47432
6;4;2020;85424.74678
6;5;2020;85479.05373
6;6;2020;85533.39521
6;7;2020;85585.50081
7;7;2006;39700.60361
7;8;2006;39725.84242
7;9;2006;39751.09728
7;10;2006;39776.36819
7;11;2006;39801.65516
7;12;2006;39826.95821
7;1;2007;39852.27735
7;2;2007;39877.61258
7;3;2007;39902.96392
7;4;2007;39928.33137
7;5;2007;39953.71496
7;6;2007;39979.11468
7;7;2007;40003.46932
7;8;2007;40028.90067
7;9;2007;40054.34819
7;10;2007;40079.81188
7;11;2007;40105.29177
7;12;2007;40130.78785
7;1;2008;40156.30014
7;2;2008;40181.82865
7;3;2008;40207.37338
7;4;2008;40232.93436
7;5;2008;40258.51159
7;6;2008;40284.10508
7;7;2008;40308.64552
7;8;2008;40334.27088
7;9;2008;40359.91253
7;10;2008;40385.57048
7;11;2008;40411.24474
7;12;2008;40436.93532
7;1;2009;40462.64224
7;2;2009;40488.3655
7;3;2009;40514.10511
7;4;2009;40539.86109
7;5;2009;40565.63343
7;6;2009;40591.42217
7;7;2009;40616.14982
7;8;2009;40639.98445
7;9;2009;40663.83307
7;10;2009;40687.69568
7;11;2009;40711.57229
7;12;2009;40735.46292
7;1;2010;40759.36756
7;2;2010;40783.28624
7;3;2010;40807.21895
7;4;2010;40831.1657
7;5;2010;40855.1265
7;6;2010;40879.10137
7;7;2010;40903.09031
7;8;2010;40926
7;9;2010;40952.01783
7;10;2010;40978.0522
7;11;2010;41004.10312
7;12;2010;41030.1706
7;1;2011;41056.25465
7;2;2011;41082.35529
7;3;2011;41108.47251
7;4;2011;41134.60635
7;5;2011;41160.75679
7;6;2011;41186.92386
7;7;2011;41155.88817
7;8;2011;41174.41851
7;9;2011;41192.95718
7;10;2011;41211.50421
7;11;2011;41230.05959
7;12;2011;41248.62332
7;1;2012;41267.1954
7;2;2012;41285.77586
7;3;2012;41304.36467
7;4;2012;41322.96186
7;5;2012;41341.56742
7;6;2012;41360.18135
7;7;2012;41378.25219
7;8;2012;41399.63754
7;9;2012;41421.03394
7;10;2012;41442.4414
7;11;2012;41463.85992
7;12;2012;41485.28951
7;1;2013;41506.73018
7;2;2013;41528.18193
7;3;2013;41549.64476
7;4;2013;41571.11869
7;5;2013;41592.60372
7;6;2013;41614.09985
7;7;2013;41634.87636
7;8;2013;41647.69721
7;9;2013;41660.52201
7;10;2013;41673.35075
7;11;2013;41686.18345
7;12;2013;41699.0201
7;1;2014;41711.8607
7;2;2014;41724.70525
7;3;2014;41737.55376
7;4;2014;41750.40623
7;5;2014;41763.26265
7;6;2014;41776.12304
7;7;2014;41788.72654
7;8;2014;41801.10978
7;9;2014;41813.49668
7;10;2014;41825.88726
7;11;2014;41838.2815
7;12;2014;41850.67942
7;1;2015;41863.08102
7;2;2015;41875.48628
7;3;2015;41887.89523
7;4;2015;41900.30785
7;5;2015;41912.72415
7;6;2015;41925.14413
7;7;2015;41937.32536
7;8;2015;41949.30767
7;9;2015;41961.29341
7;10;2015;41973.28257
7;11;2015;41985.27516
7;12;2015;41997.27117
7;1;2016;42009.27061
7;2;2016;42021.27348
7;3;2016;42033.27978
7;4;2016;42045.28951
7;5;2016;42057.30267
7;6;2016;42069.31926
7;7;2016;42081.11311
7;8;2016;42107.86528
7;9;2016;42134.63446
7;10;2016;42161.42065
7;11;2016;42188.22387
7;12;2016;42215.04413
7;1;2017;42241.88144
7;2;2017;42268.73581
7;3;2017;42295.60726
7;4;2017;42322.49578
7;5;2017;42349.40141
7;6;2017;42376.32413
7;7;2017;42402.13912
7;8;2017;42429.09537
7;9;2017;42456.06876
7;10;2017;42483.0593
7;11;2017;42510.067
7;12;2017;42537.09186
7;1;2018;42564.13391
7;2;2018;42591.19314
7;3;2018;42618.26958
7;4;2018;42645.36324
7;5;2018;42672.47411
7;6;2018;42699.60223
7;7;2018;42725.61415
7;8;2018;42752.77605
7;9;2018;42779.95521
7;10;2018;42807.15165
7;11;2018;42834.36538
7;12;2018;42861.59641
7;1;2019;42888.84475
7;2;2019;42916.11042
7;3;2019;42943.39342
7;4;2019;42970.69376
7;5;2019;42998.01146
7;6;2019;43025.34653
7;7;2019;43051.55689
7;8;2019;43078.92599
7;9;2019;43106.3125
7;10;2019;43133.71642
7;11;2019;43161.13775
7;12;2019;43188.57652
7;1;2020;43216.03274
7;2;2020;43243.5064
7;3;2020;43270.99754
7;4;2020;43298.50615
7;5;2020;43326.03225
7;6;2020;43353.57584
7;7;2020;43379.98616
9;7;2006;132406.1596
9;8;2006;132490.334
9;9;2006;132574.5619
9;10;2006;132658.8433
9;11;2006;132743.1784
9;12;2006;132827.567
9;1;2007;132912.0093
9;2;2007;132996.5053
9;3;2007;133081.0549
9;4;2007;133165.6584
9;5;2007;133250.3156
9;6;2007;133335.0266
9;7;2007;133416.2522
9;8;2007;133501.0687
9;9;2007;133585.9392
9;10;2007;133670.8636
9;11;2007;133755.842
9;12;2007;133840.8744
9;1;2008;133925.9609
9;2;2008;134011.1014
9;3;2008;134096.2961
9;4;2008;134181.545
9;5;2008;134266.848
9;6;2008;134352.2053
9;7;2008;134434.0505
9;8;2008;134519.5141
9;9;2008;134605.032
9;10;2008;134690.6043
9;11;2008;134776.231
9;12;2008;134861.9121
9;1;2009;134947.6476
9;2;2009;135033.4377
9;3;2009;135119.2823
9;4;2009;135205.1815
9;5;2009;135291.1353
9;6;2009;135377.1438
9;7;2009;135459.6134
9;8;2009;135539.1047
9;9;2009;135618.6426
9;10;2009;135698.2272
9;11;2009;135777.8585
9;12;2009;135857.5365
9;1;2010;135937.2613
9;2;2010;136017.0329
9;3;2010;136096.8513
9;4;2010;136176.7165
9;5;2010;136256.6286
9;6;2010;136336.5876
9;7;2010;136416.5935
9;8;2010;136493
9;9;2010;136579.7725
9;10;2010;136666.6002
9;11;2010;136753.483
9;12;2010;136840.4211
9;1;2011;136927.4145
9;2;2011;137014.4632
9;3;2011;137101.5672
9;4;2011;137188.7266
9;5;2011;137275.9414
9;6;2011;137363.2116
9;7;2011;137259.704
9;8;2011;137321.5048
9;9;2011;137383.3335
9;10;2011;137445.19
9;11;2011;137507.0743
9;12;2011;137568.9865
9;1;2012;137630.9266
9;2;2012;137692.8946
9;3;2012;137754.8905
9;4;2012;137816.9143
9;5;2012;137878.966
9;6;2012;137941.0456
9;7;2012;138001.314
9;8;2012;138072.6366
9;9;2012;138143.9961
9;10;2012;138215.3925
9;11;2012;138286.8258
9;12;2012;138358.296
9;1;2013;138429.8031
9;2;2013;138501.3472
9;3;2013;138572.9283
9;4;2013;138644.5463
9;5;2013;138716.2014
9;6;2013;138787.8935
9;7;2013;138857.1856
9;8;2013;138899.9447
9;9;2013;138942.7169
9;10;2013;138985.5022
9;11;2013;139028.3008
9;12;2013;139071.1125
9;1;2014;139113.9374
9;2;2014;139156.7755
9;3;2014;139199.6268
9;4;2014;139242.4913
9;5;2014;139285.3689
9;6;2014;139328.2598
9;7;2014;139370.294
9;8;2014;139411.5935
9;9;2014;139452.9053
9;10;2014;139494.2293
9;11;2014;139535.5656
9;12;2014;139576.9141
9;1;2015;139618.2749
9;2;2015;139659.6479
9;3;2015;139701.0332
9;4;2015;139742.4307
9;5;2015;139783.8405
9;6;2015;139825.2626
9;7;2015;139865.8884
9;8;2015;139905.8508
9;9;2015;139945.8247
9;10;2015;139985.8099
9;11;2015;140025.8066
9;12;2015;140065.8147
9;1;2016;140105.8343
9;2;2016;140145.8652
9;3;2016;140185.9077
9;4;2016;140225.9615
9;5;2016;140266.0268
9;6;2016;140306.1035
9;7;2016;140345.4374
9;8;2016;140434.659
9;9;2016;140523.9374
9;10;2016;140613.2725
9;11;2016;140702.6643
9;12;2016;140792.113
9;1;2017;140881.6186
9;2;2017;140971.1811
9;3;2017;141060.8005
9;4;2017;141150.4769
9;5;2017;141240.2103
9;6;2017;141330.0007
9;7;2017;141416.0967
9;8;2017;141505.999
9;9;2017;141595.9584
9;10;2017;141685.975
9;11;2017;141776.0488
9;12;2017;141866.1799
9;1;2018;141956.3683
9;2;2018;142046.614
9;3;2018;142136.9171
9;4;2018;142227.2776
9;5;2018;142317.6956
9;6;2018;142408.171
9;7;2018;142494.9238
9;8;2018;142585.5119
9;9;2018;142676.1576
9;10;2018;142766.8609
9;11;2018;142857.6219
9;12;2018;142948.4406
9;1;2019;143039.317
9;2;2019;143130.2512
9;3;2019;143221.2432
9;4;2019;143312.293
9;5;2019;143403.4007
9;6;2019;143494.5664
9;7;2019;143581.981
9;8;2019;143673.2602
9;9;2019;143764.5974
9;10;2019;143855.9926
9;11;2019;143947.446
9;12;2019;144038.9575
9;1;2020;144130.5272
9;2;2020;144222.1551
9;3;2020;144313.8412
9;4;2020;144405.5857
9;5;2020;144497.3884
9;6;2020;144589.2496
9;7;2020;144677.3311
10;7;2006;100144.9327
10;8;2006;100208.5977
10;9;2006;100272.3031
10;10;2006;100336.0491
10;11;2006;100399.8356
10;12;2006;100463.6627
10;1;2007;100527.5303
10;2;2007;100591.4385
10;3;2007;100655.3874
10;4;2007;100719.3769
10;5;2007;100783.4071
10;6;2007;100847.478
10;7;2007;100908.9126
10;8;2007;100973.0633
10;9;2007;101037.2548
10;10;2007;101101.4871
10;11;2007;101165.7602
10;12;2007;101230.0741
10;1;2008;101294.429
10;2;2008;101358.8248
10;3;2008;101423.2615
10;4;2008;101487.7391
10;5;2008;101552.2578
10;6;2008;101616.8175
10;7;2008;101678.7208
10;8;2008;101743.3609
10;9;2008;101808.0421
10;10;2008;101872.7643
10;11;2008;101937.5278
10;12;2008;102002.3324
10;1;2009;102067.1782
10;2;2009;102132.0652
10;3;2009;102196.9935
10;4;2009;102261.963
10;5;2009;102326.9739
10;6;2009;102392.0261
10;7;2009;102454.4017
10;8;2009;102514.5246
10;9;2009;102574.6829
10;10;2009;102634.8764
10;11;2009;102695.1052
10;12;2009;102755.3694
10;1;2010;102815.669
10;2;2010;102876.004
10;3;2010;102936.3743
10;4;2010;102996.7801
10;5;2010;103057.2213
10;6;2010;103117.698
10;7;2010;103178.2102
10;8;2010;103236
10;9;2010;103301.6301
10;10;2010;103367.3019
10;11;2010;103433.0154
10;12;2010;103498.7708
10;1;2011;103564.5679
10;2;2011;103630.4068
10;3;2011;103696.2877
10;4;2011;103762.2104
10;5;2011;103828.175
10;6;2011;103894.1815
10;7;2011;103815.8938
10;8;2011;103862.6367
10;9;2011;103909.4006
10;10;2011;103956.1855
10;11;2011;104002.9915
